,122_WIND_1,N_106,N_105,Network_Line_Out_N_118_N_121_cac1,N_103,N_118,Network_Line_Out_N_109_N_111_cac1,N_119,N_114,Network_Line_Out_N_101_N_102_cac1,N_104,N_101,N_113,Network_Line_Out_N_115_N_116_cac1,N_120,N_102,113_PV_1,N_116,N_115,N_108,Network_Line_Out_N_106_N_108_cac1,N_110,N_107,104_PV_1,Network_Line_Out_N_103_N_124_cac1,N_109,Network_Line_Out_N_117_N_118_cac1,102_PV_1,102_PV_2,119_PV_1
12-01 10:00:00+01:00,0.004542823,0.00736372,0.010693575,0.002498561,0.013692367,0.007916221,7.26E-05,0.006636465,0.007820643,0.00942403,0.005169866,0.00573473,0.006632568,0.005331379,0.006455287,0.005713844,0.001049389,0.00931447,0.009214656,0.003985257,0.000335123,0.00485389,0.006725282,0.009252752,0.010247218,0.005694487,4.10E-05,0.0012792,0.001252746,0.001842457
12-01 11:00:00+01:00,0.00450467,0.007662037,0.01137485,0.002488255,0.014125196,0.007923005,6.94E-05,0.00685143,0.008858272,0.00940169,0.005397678,0.006247101,0.007328978,0.005330061,0.006944396,0.005775449,0.001454042,0.009306659,0.009239586,0.004967234,0.000324993,0.004815232,0.006786888,0.009470464,0.010249343,0.00567765,4.38E-05,0.001595653,0.001562655,0.002287727
12-01 12:00:00+01:00,0.005651882,0.007802037,0.010936888,0.002461165,0.01464004,0.008111244,6.86E-05,0.007119889,0.009550024,0.00939781,0.005214891,0.00627608,0.007556537,0.005331473,0.007015539,0.005498228,0.001586952,0.009251979,0.009184754,0.005735117,0.000298613,0.004839393,0.006694478,0.008841519,0.010248282,0.005421361,5.04E-05,0.001761182,0.001724761,0.002320793
12-01 13:00:00+01:00,0.006777513,0.006962693,0.00979332,0.002464017,0.014197747,0.008214691,7.44E-05,0.0073333,0.009415517,0.009421255,0.004395344,0.006544905,0.007376059,0.005339962,0.006521031,0.005467425,0.001444136,0.009119185,0.009238916,0.006159411,0.000321656,0.004687181,0.006263232,0.00723287,0.01024399,0.005262349,4.83E-05,0.001878026,0.001839189,0.001667363
12-01 14:00:00+01:00,0.008401398,0.006839049,0.008795739,0.002463102,0.013518875,0.008369013,8.67E-05,0.007039494,0.009050425,0.009473285,0.004130365,0.006502978,0.006907209,0.00536252,0.006128791,0.005821653,0.001178171,0.009130902,0.009314989,0.005608996,0.000350987,0.004711341,0.006386446,0.004408664,0.01023467,0.005370851,4.57E-05,0.001650424,0.001616293,0.000700546
12-01 15:00:00+01:00,0.010072616,0.006980357,0.008382109,0.002516719,0.013135614,0.008682745,0.00011677,0.00716837,0.008915918,0.009393923,0.004244644,0.005739663,0.006697305,0.005394836,0.00615674,0.006453102,0.000628711,0.009520171,0.009399411,0.005060916,0.00047308,0.005453076,0.006140019,0.000991798,0.010221324,0.00593581,4.55E-05,0.001117322,0.001094216,0.000151791
12-01 16:00:00+01:00,0.012005063,0.00806241,0.010316441,0.002556437,0.013083341,0.009647683,9.87E-05,0.008174597,0.008666118,0.009489637,0.005553707,0.005327177,0.006765965,0.00539416,0.006700159,0.007484982,6.70E-05,0.009785108,0.009574739,0.004852272,0.000137242,0.00695104,0.007248938,6.05E-06,0.010219358,0.00704515,3.99E-05,0.00052093,0.000510157,3.80E-05
12-01 17:00:00+01:00,0.013686892,0.009696612,0.011824977,0.002574693,0.013832738,0.011206168,0.000113183,0.008388121,0.009261794,0.009569624,0.006739233,0.005748295,0.008037158,0.005398807,0.007532598,0.007685198,0,0.009962167,0.009511197,0.004939726,0.000137449,0.007170903,0.00811143,0,0.010206985,0.007430519,7.58E-05,0,0,0
12-01 18:00:00+01:00,0.014682445,0.010225208,0.011837143,0.002567617,0.014646349,0.010622796,0.000112322,0.00842331,0.009742177,0.009561316,0.006816977,0.006922247,0.008407923,0.005394042,0.007708867,0.007685198,0,0.009822213,0.009421783,0.006443313,0.000137474,0.007112917,0.00820384,0,0.010207072,0.007262154,7.84E-05,0,0,0
12-01 19:00:00+01:00,0.013710618,0.010426049,0.012129118,0.00257992,0.014914924,0.009969894,0.000105048,0.008391652,0.00960767,0.009551267,0.006761407,0.00748826,0.008158785,0.005380809,0.007484004,0.007469581,0,0.009578106,0.009396597,0.007575025,0.000137496,0.006842317,0.00820384,0,0.010209565,0.006888009,7.71E-05,0,0,0
12-01 20:00:00+01:00,0.012790059,0.009777079,0.011824977,0.002586253,0.014412472,0.00916267,8.82E-05,0.007992196,0.009146502,0.00949292,0.006280991,0.008098665,0.007379983,0.00537126,0.006699207,0.006976742,0,0.00938282,0.009282353,0.008186944,0.000137138,0.006173065,0.00801902,0,0.01022085,0.006379172,4.55E-05,0,0,0
12-01 21:00:00+01:00,0.013103152,0.008642035,0.011387015,0.002532218,0.013889742,0.008011189,8.78E-05,0.00713386,0.008589257,0.009346149,0.005436222,0.007914927,0.006540367,0.005376843,0.006317765,0.006283689,0,0.008957749,0.009194813,0.007923803,0.000379168,0.005042343,0.00755697,0,0.010223984,0.005892783,4.23E-05,0,0,0
12-01 22:00:00+01:00,0.013519138,0.006910357,0.009781154,0.002508941,0.013986853,0.006939413,9.54E-05,0.006437324,0.008954349,0.009457284,0.004295878,0.007080706,0.006944481,0.005370181,0.006086867,0.005590635,0,0.00849362,0.009142861,0.007252976,0.000582333,0.004044505,0.006786888,0,0.010221864,0.005131398,4.08E-05,0,0,0
12-01 23:00:00+01:00,0.014226756,0.005164286,0.007360197,0.002478118,0.014254752,0.005682789,8.63E-05,0.005481369,0.008858272,0.009506074,0.00301836,0.005711301,0.006869936,0.005347746,0.005255699,0.004943784,0,0.008080265,0.008752192,0.006275671,0.000523429,0.003341428,0.005431544,0,0.010230077,0.004504706,4.34E-05,0,0,0
12-02 00:00:00+01:00,0.015520379,0.003651112,0.004781087,0.002478122,0.013733825,0.005051933,8.46E-05,0.004682704,0.008339458,0.00950182,0.002128836,0.004287021,0.006206875,0.005329868,0.004062464,0.004512551,0,0.007565363,0.008390441,0.004982545,0.000498011,0.003010426,0.003983789,0,0.010230505,0.004091275,4.64E-05,0,0,0
12-02 01:00:00+01:00,0.016134046,0.002739806,0.003199557,0.002476608,0.013300995,0.004577095,8.40E-05,0.004348613,0.007570844,0.009497144,0.001946524,0.003390526,0.005545776,0.005322186,0.003740414,0.004266132,0,0.007484644,0.008309437,0.003914412,0.000509958,0.002795396,0.002813264,0,0.010230506,0.003864918,4.81E-05,0,0,0
12-02 02:00:00+01:00,0.016767981,0.002436256,0.002530448,0.002475105,0.013006735,0.004375289,8.02E-05,0.004111451,0.007282614,0.009502713,0.001684436,0.002766556,0.004947452,0.005326485,0.003450125,0.004296934,0,0.007496362,0.008276207,0.003065822,0.000492267,0.002710833,0.002197198,0,0.010233525,0.003848081,4.92E-05,0,0,0
12-02 03:00:00+01:00,0.016780738,0.002315882,0.002299301,0.002477566,0.01249865,0.004280322,8.00E-05,0.004087824,0.00734026,0.009505949,0.001597186,0.002623511,0.00465908,0.005327111,0.003413918,0.004420144,0,0.007547787,0.008310712,0.002644382,0.000419495,0.00294036,0.001919969,0,0.010233255,0.003964066,4.58E-05,0,0,0
12-02 04:00:00+01:00,0.015100578,0.00267962,0.002725098,0.002487104,0.012454939,0.004638146,8.86E-05,0.004531961,0.00734026,0.00950599,0.002019435,0.002625361,0.005016113,0.005328848,0.003717547,0.004897581,0,0.007749582,0.008335385,0.00238695,0.000480788,0.003665182,0.001827559,0,0.010228665,0.004356918,4.44E-05,0,0,0
12-02 05:00:00+01:00,0.014946297,0.004271952,0.004671596,0.00251413,0.013259763,0.005635305,9.93E-05,0.005772899,0.008070443,0.009523347,0.003269496,0.003218503,0.006289267,0.00536451,0.004889821,0.005867856,0,0.008595168,0.008655576,0.002368006,0.000535062,0.005477236,0.002320412,0,0.010225418,0.005408266,3.18E-05,0,0,0
12-02 06:00:00+01:00,0.014439817,0.008489605,0.009136377,0.002577931,0.014753373,0.008201124,0.000106544,0.009295905,0.009088856,0.009424812,0.005022079,0.005119392,0.008851271,0.005417045,0.008037587,0.00656091,0,0.009935478,0.009364631,0.002770762,0.000330366,0.007934382,0.003737363,0.000102808,0.010219654,0.006386655,2.44E-05,0,0,1.03E-05
12-02 07:00:00+01:00,0.015163888,0.01272623,0.012165615,0.00260836,0.016299932,0.011735272,0.000140515,0.011482668,0.010530006,0.009515439,0.006005965,0.007967335,0.010944424,0.00545574,0.010355138,0.006637916,0,0.010985464,0.010193852,0.004061553,0.000137801,0.009454091,0.005523954,0.001796122,0.010202968,0.007157393,7.00E-05,0,0,4.42E-05
12-02 08:00:00+01:00,0.014911482,0.015497438,0.014039119,0.002619533,0.016716088,0.013543047,0.00013376,0.012671544,0.011452343,0.0094917,0.006843238,0.009581519,0.011379925,0.005442903,0.010729275,0.006453102,5.69E-05,0.01127058,0.010327758,0.005994884,0.000137809,0.010207906,0.006355642,0.004602186,0.010215322,0.007389363,6.90E-05,0.000276288,0.000270574,8.45E-05
12-02 09:00:00+01:00,0.014960843,0.016484632,0.01495154,0.00258264,0.016753265,0.013753332,0.000114766,0.013174755,0.01183665,0.009481806,0.007028079,0.010293043,0.011578059,0.005429148,0.010830908,0.006252886,0.000939643,0.011185957,0.010304154,0.008221458,0.000137583,0.010166833,0.006725282,0.006543449,0.01022782,0.007131203,7.75E-05,0.00096153,0.000941646,0.000267077
12-02 10:00:00+01:00,0.015966769,0.016474165,0.015267846,0.002551706,0.016589912,0.013241186,9.84E-05,0.01302359,0.012048018,0.009540742,0.007060933,0.010520558,0.011319112,0.005413863,0.011225689,0.006252886,0.002258007,0.011176843,0.010268509,0.009192536,0.000137372,0.009913145,0.007033315,0.007299393,0.010237107,0.006852465,7.47E-05,0.002035036,0.001992951,0.000534239
12-02 11:00:00+01:00,0.015770162,0.016125474,0.016155936,0.002524657,0.016540568,0.012493317,8.75E-05,0.013335083,0.012201741,0.009500383,0.007212875,0.010478631,0.011529016,0.005415978,0.011483583,0.006268287,0.003371156,0.010980256,0.010184059,0.00927999,0.000137166,0.009712611,0.007002511,0.006930493,0.010244771,0.006571857,5.16E-05,0.00287607,0.002816593,0.000835146
12-02 12:00:00+01:00,0.015451823,0.014800057,0.016460077,0.002532829,0.016469369,0.011745448,8.88E-05,0.013493723,0.012336248,0.009536417,0.007121719,0.010391078,0.010926768,0.005423349,0.011476913,0.006329892,0.003371156,0.010773253,0.01007262,0.009434397,0.000137078,0.009777845,0.007002511,0.00572703,0.010242109,0.006517606,5.54E-05,0.00322782,0.003161069,0.001212415
12-02 13:00:00+01:00,0.015645092,0.014806599,0.015888293,0.002499133,0.016176911,0.011987954,0.000105856,0.013576219,0.011951942,0.00957434,0.006998296,0.010345451,0.010765908,0.005442404,0.011347013,0.006591713,0.002999135,0.010704252,0.0099532,0.008959238,0.000137546,0.009630465,0.006910101,0.003737386,0.010227935,0.006429681,9.16E-05,0.003124364,0.003059753,0.000972674
12-02 14:00:00+01:00,0.015883667,0.015693045,0.015255681,0.002489162,0.015784863,0.012552672,0.00012853,0.013253967,0.011663712,0.009575757,0.00720014,0.009833697,0.010675669,0.0054697,0.011138983,0.006992144,0.002200706,0.01070946,0.010020921,0.008650424,0.000137762,0.009388858,0.007002511,0.002031977,0.010213921,0.006506381,9.73E-05,0.002571788,0.002518604,0.00044128
12-02 15:00:00+01:00,0.014014053,0.016197437,0.014756891,0.002489577,0.015477985,0.013030901,0.000152181,0.013468448,0.011606065,0.009574453,0.007187201,0.0095994,0.010795333,0.005493953,0.010848376,0.007577389,0.000890548,0.011087012,0.010137855,0.009029824,0.000137811,0.009809254,0.007310544,0.000459614,0.010204911,0.006811309,9.62E-05,0.001538448,0.001506633,0.000115032
12-02 16:00:00+01:00,0.012354043,0.017206873,0.015985618,0.003549753,0.015517865,0.014109461,0.003836514,0.014210592,0.011490773,0.010413442,0.007939302,0.009500132,0.011170021,0.007835935,0.010985898,0.008593868,8.64E-05,0.011357157,0.010307045,0.008897995,1.56E-05,0.010795012,0.007957413,0,0.008154876,0.00748477,0.002106764,0.000511193,0.000500622,3.67E-05
12-02 17:00:00+01:00,0.010201382,0.017825096,0.01672772,0.014667849,0.01643422,0.015266029,0.005680463,0.013924919,0.012028803,0.00946373,0.008558992,0.009904603,0.0124471,0.011304382,0.011404182,0.008732479,0,0.011423554,0.010318041,0.009059408,2.92E-05,0.010650047,0.00820384,0,0.007794758,0.007849562,0.00689535,0,0,0
12-02 18:00:00+01:00,0.008195729,0.016982481,0.016374917,0.014020363,0.017323086,0.013875433,0.00387513,0.013382997,0.012278602,0.009435209,0.008609165,0.010855972,0.012354899,0.008654884,0.011109128,0.008593868,0,0.011247797,0.010092549,0.010021662,2.31E-05,0.01027314,0.008080626,0,0.007868917,0.007761638,0.005443959,0,0,0
12-02 19:00:00+01:00,0.00580199,0.016302763,0.016326255,0.005535997,0.017371078,0.012912191,0.003471881,0.013275319,0.012048018,0.009633797,0.008558202,0.011068073,0.011321074,0.006792053,0.010654003,0.008239641,0,0.010833792,0.009917493,0.010843263,1.20E-05,0.009792342,0.007865003,0,0.008193553,0.007350078,0.00181834,0,0,0
12-02 20:00:00+01:00,0.004116226,0.014897533,0.015498993,0.002553704,0.016471397,0.011592821,0.000139621,0.012487218,0.011356266,0.009556463,0.0076981,0.011220366,0.010167584,0.005459018,0.00951476,0.007731401,0,0.010550628,0.009794915,0.011228632,0.000158755,0.008736518,0.00774179,0,0.010204117,0.006796344,8.61E-05,0,0,0
12-02 21:00:00+01:00,0.003334925,0.013055949,0.014975872,0.002527432,0.015624439,0.010091995,0.000117779,0.011026269,0.01072216,0.00956523,0.006339722,0.010634623,0.008880697,0.005433463,0.008709,0.006868934,0,0.010130764,0.009604903,0.010830288,0.000140266,0.00727721,0.007187331,0,0.010204536,0.006362335,9.41E-05,0,0,0
12-02 22:00:00+01:00,0.002873274,0.010467918,0.012116952,0.002539273,0.015612498,0.008316442,9.18E-05,0.009365192,0.010645298,0.009473103,0.005373855,0.008750998,0.008757108,0.005391437,0.007966761,0.006006467,0,0.009531237,0.009296088,0.009896839,0.000294952,0.005994276,0.006509659,0,0.010220877,0.005556053,4.63E-05,0,0,0
12-02 23:00:00+01:00,0.002346287,0.008254092,0.009002555,0.002515879,0.015788468,0.006839358,0.000103742,0.008012097,0.010280207,0.009401768,0.003994952,0.006855041,0.008345148,0.00540175,0.006552791,0.005298012,0,0.008972069,0.008896129,0.008656912,0.000744182,0.005100329,0.006417249,0,0.010223635,0.00485266,4.46E-05,0,0,0
12-03 00:00:00+01:00,0.002516544,0.006384377,0.006411279,0.002482205,0.015132127,0.005908337,9.12E-05,0.007020818,0.009780608,0.00952334,0.002952764,0.005507216,0.007221083,0.005368569,0.006506421,0.004851377,0,0.008541139,0.008608402,0.006818042,0.000545114,0.004629195,0.00567797,0,0.010229399,0.004371884,4.00E-05,0,0,0
12-03 01:00:00+01:00,0.002624446,0.005215968,0.005000068,0.0024796,0.014615931,0.005275785,8.79E-05,0.006466336,0.009146502,0.009527196,0.00270594,0.004430682,0.006375583,0.005352897,0.005778792,0.00463576,0,0.008362128,0.008389557,0.005293175,0.000542646,0.004399668,0.004476642,0,0.010230821,0.004171717,4.22E-05,0,0,0
12-03 02:00:00+01:00,0.003306787,0.004747558,0.004075481,0.002481633,0.014372366,0.004923049,8.75E-05,0.006185492,0.008896703,0.009526894,0.002467561,0.003704361,0.005896924,0.005344059,0.005555835,0.004574156,0,0.008328278,0.008261893,0.004290438,0.000520213,0.004228127,0.003398527,0,0.010230261,0.004068827,4.32E-05,0,0,0
12-03 03:00:00+01:00,0.003992229,0.004631764,0.004026818,0.002485998,0.013896276,0.004802643,8.88E-05,0.006217356,0.008800626,0.009525248,0.002359131,0.003463281,0.005671326,0.005340658,0.005563457,0.004681964,0,0.008177257,0.008143865,0.003740801,0.000496801,0.0045398,0.003552543,0,0.010229734,0.004149268,4.26E-05,0,0,0
12-03 04:00:00+01:00,0.004911953,0.004966063,0.004343124,0.002494286,0.013840849,0.004943399,9.25E-05,0.006567817,0.00878141,0.00952986,0.002766523,0.003508908,0.005777259,0.005352131,0.006010325,0.005144,0,0.008464327,0.008148928,0.003516846,0.000514569,0.005018182,0.00324451,0,0.010228717,0.00449161,3.86E-05,0,0,0
12-03 05:00:00+01:00,0.006763563,0.006253536,0.006423445,0.002531396,0.014595878,0.005838807,0.000110902,0.007471287,0.009281009,0.009514705,0.003901109,0.003955305,0.006826778,0.005389574,0.007107644,0.006145078,0,0.009103562,0.008555272,0.003485705,0.000639317,0.006405008,0.00370656,0,0.010218355,0.005434456,2.85E-05,0,0,0
12-03 06:00:00+01:00,0.008647842,0.010089134,0.010863894,0.002611189,0.016049157,0.008357142,0.000125355,0.010386121,0.009991977,0.00958814,0.005584732,0.005641012,0.00913572,0.0054286,0.009393118,0.006868934,0,0.010156802,0.009145238,0.003735092,0.000137601,0.008528736,0.005185117,8.47E-05,0.010205887,0.006455872,5.79E-05,0,0,9.55E-06
12-03 07:00:00+01:00,0.009588908,0.014117722,0.013698482,0.002609283,0.017555611,0.011697964,0.000157614,0.012555959,0.011452343,0.009587849,0.006522848,0.008429764,0.011044472,0.005477548,0.011055771,0.006915138,0,0.010937293,0.009834906,0.004709283,0.000137786,0.009816502,0.006417249,0.001245795,0.010198378,0.007163006,6.79E-05,0,0,4.97E-05
12-03 08:00:00+01:00,0.011121941,0.016653417,0.015438165,0.002607177,0.017893582,0.013504043,0.000160723,0.013378107,0.01212488,0.009536078,0.00747555,0.009953929,0.011415236,0.005473846,0.011708128,0.00668412,6.72E-05,0.010697743,0.009979699,0.006367017,0.000137854,0.01046401,0.007402954,0.003084251,0.010198529,0.007550246,7.16E-05,0.000271419,0.000265806,0.000385249
12-03 09:00:00+01:00,0.0130278,0.017242855,0.015803133,0.002549981,0.017766054,0.013546439,0.000154265,0.013548205,0.012336248,0.009552893,0.007752383,0.0106784,0.011562365,0.005463227,0.011694789,0.006576311,0.000920267,0.010525892,0.009912515,0.008692724,0.00013781,0.010343206,0.00801902,0.004662661,0.010202207,0.007424907,8.63E-05,0.001251206,0.001225331,0.001264031
12-03 10:00:00+01:00,0.014682684,0.017134911,0.015511159,0.002448024,0.017582874,0.012941021,0.000139674,0.013219014,0.012220956,0.009581386,0.0077345,0.010936127,0.011379925,0.005457188,0.011946013,0.006514707,0.002320602,0.010743309,0.009857977,0.009580499,0.000137679,0.010043613,0.008265446,0.00508599,0.010203708,0.007441744,0.000110022,0.002839556,0.002780835,0.002145317
12-03 11:00:00+01:00,0.016829622,0.016843136,0.015815299,0.00238474,0.017443404,0.012274552,0.000124742,0.01327744,0.012297818,0.009625672,0.007684417,0.010884951,0.011346576,0.005461485,0.012030813,0.006530108,0.003745168,0.010584477,0.009758813,0.009518477,0.000137633,0.009925226,0.008573479,0.004674756,0.010203568,0.007451097,0.000125218,0.00397757,0.003895314,0.002428863
12-03 12:00:00+01:00,0.020047226,0.015403233,0.015474662,0.002356373,0.017237692,0.011791236,0.000119467,0.013344936,0.012317033,0.009659198,0.007320424,0.010814046,0.010748252,0.00546844,0.01207369,0.006545509,0.004411221,0.010609864,0.009666862,0.009655238,0.000137476,0.009872072,0.008419463,0.004118382,0.010205635,0.007540892,0.000129538,0.004391393,0.004300579,0.002286029
12-03 13:00:00+01:00,0.023281761,0.015451644,0.014610903,0.002352309,0.016760701,0.012205023,0.000121663,0.013462446,0.011990372,0.009669712,0.006934891,0.01086892,0.010399066,0.00546618,0.011857719,0.006714922,0.004077078,0.010425645,0.009580576,0.009145824,0.000137483,0.00955315,0.008234643,0.003447104,0.010203576,0.007473546,0.000129525,0.004388958,0.004298195,0.001855318
12-03 14:00:00+01:00,0.025741553,0.016220334,0.013747145,0.002354642,0.016293849,0.012635768,0.000139487,0.013290041,0.011951942,0.009662363,0.006942207,0.010363948,0.010098924,0.005484291,0.011499463,0.007038347,0.002717825,0.010549326,0.009576859,0.008834934,0.000137686,0.009400938,0.00792661,0.001911026,0.010197506,0.007563341,0.000128564,0.003637991,0.003562758,0.001019027
12-03 15:00:00+01:00,0.026940033,0.016654725,0.013576826,0.002397325,0.015942809,0.013281886,0.000159098,0.013565234,0.011971157,0.00962358,0.006904904,0.010022985,0.010587391,0.005502918,0.011396559,0.007638994,0.001098046,0.010908651,0.009640772,0.00915309,0.000137764,0.009751268,0.0078342,0.000417281,0.010195506,0.007705516,0.000117316,0.002195696,0.00215029,0.000258842
12-03 16:00:00+01:00,0.027995439,0.01757977,0.015936955,0.002020835,0.016036765,0.014162032,0.004030715,0.014541347,0.01183665,0.01115637,0.007892493,0.009998938,0.01111117,0.007984223,0.011847239,0.008763281,0.000113437,0.010840301,0.009737725,0.00899505,2.09E-05,0.010751522,0.008419463,0,0.007980123,0.007944969,0.00243643,0.000687676,0.000673455,3.69E-05
12-03 17:00:00+01:00,0.028815727,0.018589206,0.017846957,0.015108314,0.017077944,0.015243983,0.008495053,0.014338994,0.012317033,0.011316916,0.008619597,0.010371964,0.01237844,0.010176039,0.012664432,0.008917293,0,0.010590336,0.00961955,0.009059668,0.000186723,0.010418104,0.008665889,0,0.005204245,0.008117075,0.007218725,0,0,0
12-03 18:00:00+01:00,0.029524776,0.017944161,0.017518485,0.017391904,0.017846492,0.013972097,0.008187966,0.013848518,0.012489971,0.011112094,0.00875964,0.011225299,0.012180306,0.009008077,0.01235191,0.008901892,0,0.010348833,0.009417315,0.010294664,0.000188163,0.010133008,0.008604282,0,0.005304445,0.008019798,0.006851913,0,0,0
12-03 19:00:00+01:00,0.029639473,0.017236313,0.017676638,0.00915437,0.017962754,0.013095343,0.003567916,0.013707463,0.012182526,0.009900412,0.008688964,0.011518787,0.011126864,0.006040561,0.011891385,0.008578467,0,0.009809845,0.009203694,0.011147146,7.77E-06,0.009886568,0.008419463,0,0.007999947,0.007565211,0.003006886,0,0,0
12-03 20:00:00+01:00,0.028284447,0.015681924,0.016654727,0.00255049,0.017106559,0.011921816,0.000143295,0.012982903,0.011471558,0.009557465,0.007882106,0.01169081,0.010149928,0.005470146,0.010749284,0.007885413,0,0.009399745,0.009082562,0.011588828,0.000168387,0.008939468,0.008173036,0,0.010202475,0.00694226,8.67E-05,0,0,0
12-03 21:00:00+01:00,0.027362815,0.013531555,0.016143771,0.002522464,0.016252391,0.01040064,0.000122198,0.011417046,0.010683729,0.009573678,0.006461971,0.01117104,0.008980744,0.005444155,0.009675785,0.006961341,0,0.008791105,0.008883046,0.011220068,0.000155519,0.007313451,0.00764938,0,0.010204846,0.006538183,9.31E-05,0,0,0
12-03 22:00:00+01:00,0.027238341,0.010844085,0.013503832,0.002551966,0.0161875,0.008764146,8.93E-05,0.009854165,0.010453145,0.009544346,0.00566794,0.009427377,0.009108256,0.005398888,0.008813809,0.006083473,0,0.008087426,0.008464052,0.010415335,0.000194581,0.006088503,0.007094921,0,0.010219976,0.005793635,6.32E-05,0,0,0
12-03 23:00:00+01:00,0.027973978,0.008701567,0.010279944,0.002507873,0.016320211,0.007388812,9.73E-05,0.008383241,0.009953546,0.009329626,0.004002584,0.007402556,0.00886108,0.00540575,0.007469395,0.005359617,0,0.007388955,0.008171096,0.009176706,0.000656485,0.005354017,0.006910101,0,0.010221744,0.005292281,4.44E-05,0,0,0
12-04 00:00:00+01:00,0.025934941,0.006754002,0.007287203,0.002478658,0.015651026,0.006371303,9.29E-05,0.007210014,0.009761393,0.009521414,0.003035566,0.006031918,0.007713475,0.005380411,0.006458781,0.004897581,0,0.006891627,0.007911865,0.007293719,0.000635504,0.004757247,0.00586279,0,0.010227599,0.004757253,4.00E-05,0,0,0
12-04 01:00:00+01:00,0.020464763,0.005712509,0.005705673,0.002474895,0.015089993,0.005833719,8.92E-05,0.006542789,0.00931944,0.009522385,0.002778761,0.004899893,0.006901323,0.005364025,0.005936323,0.004681964,0,0.006820674,0.007715406,0.005618079,0.000610043,0.004617114,0.004261019,0,0.010229745,0.004527154,4.15E-05,0,0,0
12-04 02:00:00+01:00,0.020531053,0.005139427,0.004671596,0.002475649,0.01481173,0.005464024,8.93E-05,0.006292522,0.008935133,0.009520509,0.002410095,0.004091568,0.006422664,0.005354628,0.005501207,0.004604958,0,0.006692436,0.007589962,0.0045528,0.00059099,0.004493895,0.003737363,0,0.010229355,0.004452325,4.29E-05,0,0,0
12-04 03:00:00+01:00,0.019685727,0.004930735,0.004610768,0.00247918,0.014333161,0.00530631,9.05E-05,0.006392571,0.008646903,0.009515842,0.002398737,0.003779583,0.006118598,0.005352614,0.005544083,0.004712766,0,0.00676339,0.007581015,0.003949705,0.000572809,0.004735502,0.003398527,0,0.010228796,0.004529025,4.24E-05,0,0,0
12-04 04:00:00+01:00,0.019009347,0.005210735,0.005085227,0.002487783,0.014320319,0.005450457,9.35E-05,0.006750516,0.008666118,0.009518446,0.002749339,0.0036686,0.006267689,0.005363176,0.006151341,0.005174802,0,0.006969091,0.007659005,0.003690976,0.000596153,0.005317775,0.00352174,0,0.010228174,0.004862014,3.84E-05,0,0,0
12-04 05:00:00+01:00,0.01860588,0.0064969,0.007165547,0.00254105,0.015021723,0.00647475,0.000190112,0.007438528,0.008858272,0.009474977,0.003911631,0.00412178,0.007146538,0.005404062,0.007198479,0.006206683,0,0.007648684,0.007876115,0.003428614,0.000785858,0.006827627,0.00333692,0,0.010218196,0.005889042,2.76E-05,0,0,0
12-04 06:00:00+01:00,0.017563589,0.010489507,0.01187364,0.00259053,0.016387805,0.009015131,0.000122489,0.010234605,0.009415517,0.00958173,0.005599589,0.005898122,0.009255385,0.00545394,0.00970818,0.006791928,0,0.0088217,0.008600145,0.003835002,0.000323693,0.008883898,0.004753871,2.42E-05,0.010205745,0.006938519,6.17E-05,0,0,8.49E-06
12-04 07:00:00+01:00,0.016108769,0.014594637,0.014805553,0.002604054,0.017673225,0.012383087,0.000157606,0.01227425,0.010203346,0.009572629,0.006714237,0.008659129,0.011285763,0.005505397,0.01171321,0.006899736,0,0.009903582,0.009280537,0.004954258,0.000159275,0.009903481,0.006448052,0.000393091,0.010198497,0.007625075,6.56E-05,0,0,5.23E-05
12-04 08:00:00+01:00,0.014673265,0.016998182,0.016326255,0.002568877,0.018153145,0.014255304,0.0001583,0.01308043,0.011548419,0.00949737,0.007986585,0.010210422,0.011823273,0.005516024,0.011936485,0.006699521,7.92E-05,0.00992962,0.009366071,0.006685174,0.000137947,0.010282804,0.007279741,0.001155082,0.010198825,0.007939356,6.75E-05,0.000214214,0.000209784,0.000476596
12-04 09:00:00+01:00,0.014552129,0.017453508,0.016666892,0.002566341,0.018131515,0.014175599,0.000149605,0.013296785,0.011971157,0.009489909,0.008680632,0.010990385,0.011713417,0.005515377,0.012007628,0.006591713,0.00114481,0.009792269,0.009267345,0.009081985,0.000137823,0.010046029,0.007618577,0.00182636,0.010202513,0.007789698,7.33E-05,0.000675505,0.000661536,0.001624661
12-04 10:00:00+01:00,0.015016641,0.017119864,0.016119439,0.002513179,0.01790237,0.013254753,0.000124656,0.013056401,0.011759788,0.009486908,0.00893931,0.011285723,0.011287725,0.005504025,0.011971104,0.006591713,0.003200078,0.00979292,0.009267854,0.010068374,0.000137683,0.009567647,0.007464561,0.002322259,0.010210785,0.00766436,8.54E-05,0.001582265,0.001549544,0.002839241
12-04 11:00:00+01:00,0.016744016,0.01663837,0.016411414,0.002502955,0.017878486,0.012561151,9.53E-05,0.013267618,0.011682927,0.009497234,0.008873127,0.011267842,0.011289686,0.005473899,0.012121013,0.006514707,0.005223102,0.009818958,0.009178835,0.010199425,0.000137431,0.009347784,0.007279741,0.002600447,0.010225006,0.007475417,8.42E-05,0.002345403,0.0022969,0.00359361
