LoadLevel,BrownLignite,CCGT_1,CCGT_2,CCGT_3,CCGT_4,DomesticCoal_Anthracite,FuelOilGas,ImportedCoal_Bituminous,ImportedCoal_SubBituminous,Nuclear,OCGT_1,OCGT_2,OCGT_3,PV_Cadiz,PV_Malaga,PV_Sevilla,Wind_Acoruna,Wind_Bilbo,Wind_Gijon
02-05 02:00:00+01:00,0.0,0.0,0.0051670901199994,0.0,0.0,0.0,0.0,0.0,0.0,0.440670735477,0.0,0.0,0.0,0.0,0.0,0.0,0.1604,0.194,0.2448
02-05 03:00:00+01:00,0.0,0.0,0.0151365558600003,0.0,0.0,0.0,0.0,0.0,0.0,0.454646088775,0.0,0.0,0.0,0.0,0.0,0.0,0.1464,0.1748,0.23
02-05 04:00:00+01:00,0.0,0.0,0.0637852904700004,0.0,0.0,0.0,0.0,0.0,0.0,0.462644702862,0.0,0.0,0.0,0.0,0.0,0.0,0.1384,0.1496,0.2052
02-05 05:00:00+01:00,0.0,0.0,0.1099574733900008,0.0,0.0,0.0,0.0,0.0,0.0,0.457466212793,0.0,0.0,0.0,0.0,0.0,0.0,0.1436,0.1348,0.1948
02-05 06:00:00+01:00,0.0,0.0,0.2013536039499998,0.0,0.0,0.0,0.0,0.0,0.0,0.460357490876,0.0,0.0,0.0,0.0,0.0,0.0,0.1408,0.1348,0.1924
02-05 07:00:00+01:00,0.0,0.0,0.2590783195899999,0.0,0.0,0.0,0.0,0.0,0.0,0.464149494312,0.0,0.0,0.0,0.026,0.0424,0.0256,0.1372,0.1311999999999999,0.2076
02-05 08:00:00+01:00,0.0,0.0,0.0244550222100013,0.0,0.0,0.0,0.0,0.0,0.0,0.4762977619349999,0.0,0.0,0.0,0.1484,0.16,0.1488,0.1252,0.1256,0.1936
02-05 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988148905609988,0.0,0.0,0.0,0.2296,0.2368,0.2292,0.1084,0.1092,0.1336
02-05 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259345974169997,0.0,0.0,0.0,0.2832,0.2868,0.2808,0.13,0.09,0.0648
02-05 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629248125690007,0.0,0.0,0.0,0.3116,0.312,0.3072,0.1372,0.0768,0.0248
02-05 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253851957670999,0.0,0.0,0.0,0.3172,0.3163999999999999,0.3116,0.1384,0.0672,0.014
02-05 13:00:00+01:00,0.0,0.0034493480763894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3194063259856082,0.0,0.0,0.0,0.3011999999999999,0.2988,0.2956,0.1276,0.0576,0.01
02-05 14:00:00+01:00,0.0,0.0021791598159725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311116257840233,0.0,0.0,0.0,0.2632,0.258,0.2576,0.1096,0.0472,0.0076
02-05 15:00:00+01:00,0.0,0.0,0.1238887580900022,0.0,0.0,0.0,0.0,0.0,0.0,0.506231685385,0.0,0.0,0.0,0.2,0.1911999999999999,0.194,0.0952,0.0336,0.0096
02-05 16:00:00+01:00,0.0,0.0,0.40172297514,0.0,0.0,0.0,0.0,0.0,0.0,0.501029827177,0.0,0.0,0.0,0.1088,0.096,0.1028,0.1004,0.0248,0.0168
02-05 17:00:00+01:00,0.0,0.1440163599353081,0.5,0.0563981847646905,0.0,0.0,0.0,0.0,0.0,0.487839475571,0.0,0.0,0.0,0.0116,0.0048,0.0084,0.1135999999999999,0.018,0.0148
02-05 18:00:00+01:00,0.0,0.1987928628657014,0.5,0.0844748292442977,0.0,0.0,0.0,0.0,0.0,0.474709751962,0.0,0.0,0.0,0.0,0.0,0.0,0.1268,0.012,0.0144
02-05 19:00:00+01:00,0.0,0.2533774446540171,0.5,0.1186811609359825,0.0,0.0,0.0,0.0,0.0,0.472035453885,0.0,0.0,0.0,0.0,0.0,0.0,0.1296,0.0072,0.0228
02-05 20:00:00+01:00,0.0,0.2488147423756474,0.5,0.1225160780643542,0.0,0.0,0.0,0.0,0.0,0.464049157579,0.0,0.0,0.0,0.0,0.0,0.0,0.1376,0.0072,0.0336
02-05 21:00:00+01:00,0.0,0.2209563013999144,0.5,0.1149559017400834,0.0,0.0,0.0,0.0,0.0,0.4548183839499999,0.0,0.0,0.0,0.0,0.0,0.0,0.1468,0.0124,0.0412
02-05 22:00:00+01:00,0.0,0.1586221255205325,0.5,0.0850918583194659,0.0,0.0,0.0,0.0,0.0,0.465103284332,0.0,0.0,0.0,0.0,0.0,0.0,0.1364,0.024,0.0372
02-05 23:00:00+01:00,0.0,0.0830876910060384,0.5,0.0479109896939604,0.0,0.0,0.0,0.0,0.0,0.4829597260959999,0.0,0.0,0.0,0.0,0.0,0.0,0.1184,0.0388,0.0296
02-06 00:00:00+01:00,0.0,0.0138257697314053,0.5,0.0137128032185954,0.0,0.0,0.0,0.0,0.0,0.488837680588,0.0,0.0,0.0,0.0,0.0,0.0,0.1124,0.0532,0.026
02-06 01:00:00+01:00,0.0,0.0,0.4152913983200004,0.0,0.0,0.0,0.0,0.0,0.0,0.4879324014339999,0.0,0.0,0.0,0.0,0.0,0.0,0.1132,0.062,0.0268
02-06 02:00:00+01:00,0.0,0.0,0.3518598182900008,0.0,0.0,0.0,0.0,0.0,0.0,0.497475958788,0.0,0.0,0.0,0.0,0.0,0.0,0.1036,0.066,0.0312
02-06 03:00:00+01:00,0.0,0.0,0.3185051480900002,0.0,0.0,0.0,0.0,0.0,0.0,0.507448312972,0.0,0.0,0.0,0.0,0.0,0.0,0.0936,0.0668,0.0368
02-06 04:00:00+01:00,0.0,0.0,0.3005279039600005,0.0,0.0,0.0,0.0,0.0,0.0,0.507441772209,0.0,0.0,0.0,0.0,0.0,0.0,0.0936,0.0704,0.0448
02-06 05:00:00+01:00,0.0,0.0,0.2922056309000006,0.0,0.0,0.0,0.0,0.0,0.0,0.5038599032109999,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.082,0.0592
02-06 06:00:00+01:00,0.0,0.0,0.3452857033000011,0.0,0.0,0.0,0.0,0.0,0.0,0.497957421234,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.1,0.0832
02-06 07:00:00+01:00,0.0,0.0,0.4080054773685037,0.0236692785914946,0.0,0.0,0.0,0.0,0.0,0.4901704418449999,0.0,0.0,0.0,0.0028,0.0352,0.0076,0.1112,0.1188,0.1112
02-06 08:00:00+01:00,0.0,0.0,0.3569877408200012,0.0,0.0,0.0,0.0,0.0,0.0,0.4795164459059999,0.0,0.0,0.0,0.0264,0.1252,0.0648,0.122,0.1135999999999999,0.1276
02-06 09:00:00+01:00,0.0,0.0,0.2674473652600001,0.0,0.0,0.0,0.0,0.0,0.0,0.459985642674,0.0,0.0,0.0,0.0567999999999999,0.1996,0.1428,0.1416,0.09,0.1088
02-06 10:00:00+01:00,0.0,0.0,0.1873604748399986,0.0,0.0,0.0,0.0,0.0,0.0,0.4012018509859999,0.0,0.0,0.0,0.0856,0.2588,0.1928,0.2004,0.082,0.0708
02-06 11:00:00+01:00,0.0,0.0,0.0861925136500031,0.0,0.0,0.0,0.0,0.0,0.0,0.359958901379,0.0,0.0,0.0,0.106,0.2904,0.2288,0.2416,0.0768,0.0576
02-06 12:00:00+01:00,0.0,0.0,0.0239146751000023,0.0,0.0,0.0,0.0,0.0,0.0,0.3543247818709999,0.0,0.0,0.0,0.1164,0.3004,0.254,0.2472,0.0676,0.0584
02-06 13:00:00+01:00,0.0,0.0,0.0429390593900003,0.0,0.0,0.0,0.0,0.0,0.0,0.340320733414,0.0,0.0,0.0,0.1172,0.2892,0.2572,0.2612,0.058,0.0532
02-06 14:00:00+01:00,0.0,0.0,0.1005921605099992,0.0,0.0,0.0,0.0,0.0,0.0,0.3086712818509999,0.0,0.0,0.0,0.1168,0.2464,0.2332,0.2928,0.052,0.0324
02-06 15:00:00+01:00,0.0,0.0,0.250934230839995,0.0,0.0,0.0,0.0,0.0,0.0,0.3038369173209999,0.0,0.0,0.0,0.0988,0.168,0.1708,0.2976,0.0464,0.0212
02-06 16:00:00+01:00,0.0,0.0,0.4861796309199993,0.0,0.0,0.0,0.0,0.0,0.0,0.3058331695659999,0.0,0.0,0.0,0.0456,0.074,0.074,0.2956,0.0468,0.0268
02-06 17:00:00+01:00,0.0,0.0769713833730909,0.5,0.0731426116669101,0.0,0.0,0.0,0.0,0.0,0.3214499510139999,0.0,0.0,0.0,0.0036,0.0028,0.0036,0.28,0.0588,0.0468
02-06 18:00:00+01:00,0.0,0.0515130792338469,0.5,0.0959591725261516,0.0,0.0,0.0,0.0,0.0,0.3467007785739999,0.0,0.0,0.0,0.0,0.0,0.0,0.2548,0.0812,0.0744
02-06 19:00:00+01:00,0.0,0.0124832776974157,0.5,0.1324379703625844,0.0,0.0,0.0,0.0,0.0,0.3656088724459999,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.112,0.1256
02-06 20:00:00+01:00,0.0,0.0,0.4426366656724781,0.1276457689075233,0.0,0.0,0.0,0.0,0.0,0.370411812836,0.0,0.0,0.0,0.0,0.0,0.0,0.2312,0.1416,0.1728
02-06 21:00:00+01:00,0.0,0.0,0.3913693600493449,0.1116133738306536,0.0,0.0,0.0,0.0,0.0,0.3827817452159999,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.1552,0.2044
02-06 22:00:00+01:00,0.0,0.0,0.336365327370164,0.0753093274298367,0.0,0.0,0.0,0.0,0.0,0.404692346469,0.0,0.0,0.0,0.0,0.0,0.0,0.1968,0.1544,0.2308
02-06 23:00:00+01:00,0.0,0.0,0.3000379396661923,0.0332554418138087,0.0,0.0,0.0,0.0,0.0,0.418176997798,0.0,0.0,0.0,0.0,0.0,0.0,0.1832,0.1424,0.2364
02-07 00:00:00+01:00,0.0,0.0,0.2667898897300003,0.0,0.0,0.0,0.0,0.0,0.0,0.4124544080129999,0.0,0.0,0.0,0.0,0.0,0.0,0.1888,0.126,0.2292
02-07 01:00:00+01:00,0.0,0.0,0.1983610192600009,0.0,0.0,0.0,0.0,0.0,0.0,0.422344165148,0.0,0.0,0.0,0.0,0.0,0.0,0.1788,0.1115999999999999,0.2056
02-07 02:00:00+01:00,0.0,0.0,0.1470050535400008,0.0,0.0,0.0,0.0,0.0,0.0,0.457866876978,0.0,0.0,0.0,0.0,0.0,0.0,0.1432,0.1044,0.1888
02-07 03:00:00+01:00,0.0,0.0,0.0973956232899999,0.0,0.0,0.0,0.0,0.0,0.0,0.449821739101,0.0,0.0,0.0,0.0,0.0,0.0,0.1512,0.1192,0.1796
02-07 04:00:00+01:00,0.0,0.0,0.0473638072499993,0.0,0.0,0.0,0.0,0.0,0.0,0.4541987321099999,0.0,0.0,0.0,0.0,0.0,0.0,0.1468,0.1348,0.1916
02-07 05:00:00+01:00,0.0,0.0,0.0407145197099997,0.0,0.0,0.0,0.0,0.0,0.0,0.4649992969429999,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.1364,0.1972
02-07 06:00:00+01:00,0.0,0.0,0.0727830189399986,0.0,0.0,0.0,0.0,0.0,0.0,0.4730256236089999,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.126,0.2012
02-07 07:00:00+01:00,0.0,0.0,0.1205828075599989,0.0,0.0,0.0,0.0,0.0,0.0,0.4758816233919999,0.0,0.0,0.0,0.006,0.0084,0.0056,0.1252,0.108,0.206
02-07 08:00:00+01:00,0.0,0.0,0.0731317808999981,0.0,0.0,0.0,0.0,0.0,0.0,0.4919572633649999,0.0,0.0,0.0,0.0592,0.0528,0.0496,0.1092,0.1108,0.1828
02-07 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5092496928539951,0.0,0.0,0.0,0.1224,0.1224,0.1344,0.0832,0.1256,0.158
02-07 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612172874590003,0.0,0.0,0.0,0.1868,0.1708,0.2456,0.0764,0.1611999999999999,0.1444
02-07 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1900496404740007,0.0,0.0,0.0,0.2692,0.2,0.3011999999999999,0.0676,0.1824,0.1504
02-07 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092434649203,0.0,0.0,0.0,0.31,0.2356,0.3116,0.0576,0.204,0.1364
02-07 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380616485499992,0.0,0.0,0.0,0.298,0.2588,0.2968,0.0524,0.1951999999999999,0.1076
02-07 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737091555079995,0.0,0.0,0.0,0.2612,0.2492,0.2588,0.0476,0.1544,0.0812
02-07 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4848823229129961,0.0,0.0,0.0,0.198,0.1888,0.196,0.0612,0.1032,0.0567999999999999
02-07 16:00:00+01:00,0.0,0.0,0.2285030309799987,0.0,0.0,0.0,0.0,0.0,0.0,0.534912249022,0.0,0.0,0.0,0.1064,0.094,0.1044,0.0664,0.078,0.0532
02-07 17:00:00+01:00,0.0,0.0,0.4821281629472203,0.0237248780927806,0.0,0.0,0.0,0.0,0.0,0.5048966708039999,0.0,0.0,0.0,0.012,0.0048,0.01,0.0964,0.0748,0.0456
02-07 18:00:00+01:00,0.0,0.0928800719704782,0.5,0.0453546774595226,0.0,0.0,0.0,0.0,0.0,0.476149435033,0.0,0.0,0.0,0.0,0.0,0.0,0.1252,0.0404,0.0132
02-07 19:00:00+01:00,0.0,0.177188309931515,0.5,0.0658423758484829,0.0,0.0,0.0,0.0,0.0,0.463440858076,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0152,0.0008
02-07 20:00:00+01:00,0.0,0.1747966376837359,0.5,0.0762534578062641,0.0,0.0,0.0,0.0,0.0,0.4366751701979999,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,0.0192,0.014
02-07 21:00:00+01:00,0.0,0.1170048815269688,0.5,0.0778487445430345,0.0,0.0,0.0,0.0,0.0,0.4110672838449999,0.0,0.0,0.0,0.0,0.0,0.0,0.1904,0.038,0.0456
02-07 22:00:00+01:00,0.0,0.0372609626325285,0.5,0.0651246298174715,0.0,0.0,0.0,0.0,0.0,0.419806783119,0.0,0.0,0.0,0.0,0.0,0.0,0.1816,0.0588,0.0728
02-07 23:00:00+01:00,0.0,0.0,0.4501063261462375,0.0312338538937617,0.0,0.0,0.0,0.0,0.0,0.426904680517,0.0,0.0,0.0,0.0,0.0,0.0,0.1744,0.0824,0.0952
02-08 00:00:00+01:00,0.0,0.0,0.3317827032000006,0.0,0.0,0.0,0.0,0.0,0.0,0.4195899309779999,0.0,0.0,0.0,0.0,0.0,0.0,0.1816,0.1124,0.116
02-08 01:00:00+01:00,0.0,0.0,0.1732107223199998,0.0,0.0,0.0,0.0,0.0,0.0,0.4006876007409999,0.0,0.0,0.0,0.0,0.0,0.0,0.2004,0.15,0.1372
02-08 02:00:00+01:00,0.0,0.0,0.04210191564,0.0,0.0,0.0,0.0,0.0,0.0,0.394606463503,0.0,0.0,0.0,0.0,0.0,0.0,0.2064,0.1864,0.1528
02-08 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3309347615929982,0.0,0.0,0.0,0.0,0.0,0.0,0.2104,0.2184,0.176
02-08 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306048352639979,0.0,0.0,0.0,0.0,0.0,0.0,0.2372,0.2472,0.202
02-08 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719511314729994,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.2623999999999999,0.224
02-08 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379350376819977,0.0,0.0,0.0,0.0,0.0,0.0,0.2728,0.27,0.2452
02-08 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420795190729987,0.0,0.0,0.0,0.0292,0.0452,0.0268,0.292,0.2724,0.2492
02-08 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492,0.1571999999999999,0.1436,0.0688750021730008,0.2376,0.224
02-08 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,0.2332,0.2312,0.0,0.1378738459340027,0.2408
02-08 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844,0.284,0.2824,0.0,0.0244752581890008,0.296
02-08 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3128,0.3112,0.3088,0.2596959153249999,0.0,0.0
02-08 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.3163999999999999,0.3143999999999999,0.2167442112050011,0.0,0.0
02-08 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.2996,0.2992,0.2707745696950001,0.0,0.0
02-08 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.2592,0.2612,0.0,0.0681839907710033,0.3152
02-08 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.192,0.1972,0.0121607079939984,0.1956,0.3252
02-08 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0964,0.1052,0.2397336421270002,0.1964,0.3384
02-08 17:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0923442512060004,0.0,0.0,0.0,0.0144,0.006,0.0108,0.3748,0.236,0.3508
02-08 18:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1657665007260012,0.0,0.0,0.0,0.0,0.0,0.0,0.3668,0.2744,0.3572
02-08 19:00:00+01:00,0.0,0.0,0.0187519486646493,0.0009765174353506,0.0,0.0,0.0,0.0,0.0,0.2469443924709999,0.0,0.0,0.0,0.0,0.0,0.0,0.3544,0.3092,0.3592
02-08 20:00:00+01:00,0.0,0.0,0.037065023252804,0.0266322829671962,0.0,0.0,0.0,0.0,0.0,0.2682161868109999,0.0,0.0,0.0,0.0,0.0,0.0,0.3332,0.3183999999999999,0.3588
02-08 21:00:00+01:00,0.0,0.0,0.0561371373988076,0.0352804617211922,0.0,0.0,0.0,0.0,0.0,0.2978364865289999,0.0,0.0,0.0,0.0,0.0,0.0,0.3036,0.314,0.3504
02-08 22:00:00+01:00,0.0,0.0,0.0595743537482005,0.0216240552317992,0.0,0.0,0.0,0.0,0.0,0.3241915624609999,0.0,0.0,0.0,0.0,0.0,0.0,0.2772,0.3051999999999999,0.3364
02-08 23:00:00+01:00,0.0,0.0,0.0242017382099995,0.0,0.0,0.0,0.0,0.0,0.0,0.359281362909,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.2968,0.3208
02-09 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326170825750998,0.0,0.0,0.0,0.0,0.0,0.0,0.2152,0.2812,0.2904
02-09 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2867444905019976,0.0,0.0,0.0,0.0,0.0,0.0,0.1976,0.264,0.2696
02-09 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285029176345995,0.0,0.0,0.0,0.0,0.0,0.0,0.1951999999999999,0.238,0.2484
02-09 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3194486140729992,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.2224,0.2284
02-09 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567216301099968,0.0,0.0,0.0,0.0,0.0,0.0,0.1576,0.2152,0.204
02-09 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373960675544002,0.0,0.0,0.0,0.0,0.0,0.0,0.1772,0.2112,0.1968
02-09 06:00:00+01:00,0.0,0.0,0.0579808803600002,0.0,0.0,0.0,0.0,0.0,0.0,0.3823142368,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.2132,0.2152
02-09 07:00:00+01:00,0.0,0.0,0.1191993250699988,0.0,0.0,0.0,0.0,0.0,0.0,0.3433365977209999,0.0,0.0,0.0,0.0312,0.0512,0.0316,0.258,0.2176,0.2316
02-09 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209160684565998,0.0,0.0,0.0,0.15,0.166,0.1512,0.2964,0.214,0.214
02-09 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259755138749995,0.0,0.0,0.0,0.2312,0.2432,0.232,0.3163999999999999,0.2064,0.2076
02-09 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856,0.2932,0.2836,0.1394265940620005,0.2064,0.2696
02-09 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3156,0.32,0.3112,0.0392154566300013,0.1992,0.2696
02-09 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216,0.3243999999999999,0.314,0.0150034214940005,0.1904,0.258
02-09 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068,0.3072,0.2924,0.0921417783939992,0.1776,0.244
02-09 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688,0.2663999999999999,0.2436,0.1858988668019997,0.1736,0.24
02-09 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.1976,0.172,0.3435080283809995,0.1744,0.2628
02-09 16:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1581345373019947,0.0,0.0,0.0,0.1052,0.0968,0.084,0.3856,0.2136,0.2948
02-09 17:00:00+01:00,0.0,0.0,0.1028838326550936,0.0194520334649064,0.0,0.0,0.0,0.0,0.0,0.2178208651239999,0.0,0.0,0.0,0.0148,0.0064,0.0088,0.3836,0.2696,0.3223999999999999
02-09 18:00:00+01:00,0.0,0.0,0.0795319113349301,0.0507340970350701,0.0,0.0,0.0,0.0,0.0,0.2194768245009999,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.3112,0.344
02-09 19:00:00+01:00,0.0,0.0,0.0936422574241119,0.0964344503458881,0.0,0.0,0.0,0.0,0.0,0.2164131655889999,0.0,0.0,0.0,0.0,0.0,0.0,0.3852,0.3344,0.3612
02-09 20:00:00+01:00,0.0,0.0,0.0781279509802561,0.1040237990797435,0.0,0.0,0.0,0.0,0.0,0.211239934354,0.0,0.0,0.0,0.0,0.0,0.0,0.3903999999999999,0.3504,0.3728
02-09 21:00:00+01:00,0.0,0.0,0.0502397067787609,0.0909415131012379,0.0,0.0,0.0,0.0,0.0,0.2072081377139999,0.0,0.0,0.0,0.0,0.0,0.0,0.3944,0.3576,0.3832
02-09 22:00:00+01:00,0.0,0.0,0.0,0.0491453640267292,0.0,0.0,0.0,0.0,0.0,0.2058927569949999,0.0,0.0,0.0,0.0,0.0,0.0,0.3956,0.3608310273132705,0.3872
02-09 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941249284453848,0.0,0.0,0.0,0.0,0.0,0.0,0.3956,0.3103193372426201,0.388
02-10 00:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663716151172083,0.0,0.0,0.0,0.0,0.0,0.0,0.3952,0.3418204375777975,0.3883999999999999
02-10 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944,0.3151473501480062,0.3892
02-10 02:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3505158701070203,0.302176700928981,0.3896
02-10 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474211908433507,0.275330370831651,0.3923999999999999
02-10 04:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3473365816561682,0.2624933274188364,0.3956
02-10 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462854208100007,0.3863999999999999,0.3964
02-10 06:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488043392112795,0.0,0.0,0.0,0.0,0.0,0.0,0.3203999999999999,0.370545805431726,0.3944
02-10 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718505660873675,0.0,0.0,0.0,0.0168,0.0268,0.0076,0.2752,0.3359031627736301,0.3756
02-10 08:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1694051292799966,0.0,0.0,0.0,0.0972,0.1212,0.0436,0.2416,0.3923999999999999,0.3476
02-10 09:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796,0.2196,0.1596,0.1685878256660022,0.3863999999999999,0.346
02-10 10:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656,0.2792,0.2112,0.0,0.3643995174630006,0.3484
02-10 11:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2952,0.296,0.1868,0.0,0.3403549878419931,0.334
02-10 12:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2636,0.2492,0.1544,0.0893465849499976,0.368,0.3128
02-10 13:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119660944463996,0.0,0.0,0.0,0.1972,0.1676,0.1456,0.1544,0.3564,0.2956
02-10 14:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2765671540529948,0.0,0.0,0.0,0.128,0.1216,0.1456,0.128,0.3364,0.2608
02-10 15:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552241056779979,0.0,0.0,0.0,0.0696,0.0824,0.1216,0.1208,0.3124,0.22
