Period,Scenario,LoadLevel,Unit,MW
2030,sc01,01-03 11:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 12:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 12:00:00+01:00,PV_Sevilla,85.48301758999766
2030,sc01,01-03 12:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 12:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 12:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 12:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 13:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 13:00:00+01:00,PV_Sevilla,41.112147035001215
2030,sc01,01-03 13:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 13:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 13:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 13:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 14:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 14:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 14:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 14:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 14:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 14:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 15:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 15:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 15:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 15:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 15:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 15:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 16:00:00+01:00,Wind_Bilbo,0.0
2030,sc01,01-03 16:00:00+01:00,PV_Sevilla,0.0
2030,sc01,01-03 16:00:00+01:00,PV_Cadiz,0.0
2030,sc01,01-03 16:00:00+01:00,PV_Malaga,0.0
2030,sc01,01-03 16:00:00+01:00,Wind_Gijon,0.0
2030,sc01,01-03 16:00:00+01:00,Wind_Acoruna,0.0
2030,sc01,01-03 17:00:00+01:00,Wind_Bilbo,0.0
