Period,Scenario,LoadLevel,Technology,GWh
2030,sc01,02-22 12:00:00+01:00,Wind,0.2964
2030,sc01,02-22 12:00:00+01:00,Oil,0.0
2030,sc01,02-22 12:00:00+01:00,Gas,0.0
2030,sc01,02-22 12:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 12:00:00+01:00,Coal,0.0
2030,sc01,02-22 13:00:00+01:00,Solar,0.9056
2030,sc01,02-22 13:00:00+01:00,Wind,0.26
2030,sc01,02-22 13:00:00+01:00,Oil,0.0
2030,sc01,02-22 13:00:00+01:00,Gas,0.0
2030,sc01,02-22 13:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 13:00:00+01:00,Coal,0.0
2030,sc01,02-22 14:00:00+01:00,Solar,0.7916
2030,sc01,02-22 14:00:00+01:00,Wind,0.22719999999999999
2030,sc01,02-22 14:00:00+01:00,Oil,0.0
2030,sc01,02-22 14:00:00+01:00,Gas,0.048494408753002455
2030,sc01,02-22 14:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 14:00:00+01:00,Coal,0.0
2030,sc01,02-22 15:00:00+01:00,Solar,0.5848
2030,sc01,02-22 15:00:00+01:00,Wind,0.2204
2030,sc01,02-22 15:00:00+01:00,Oil,0.0
2030,sc01,02-22 15:00:00+01:00,Gas,0.24121649913199894
2030,sc01,02-22 15:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 15:00:00+01:00,Coal,0.0
2030,sc01,02-22 16:00:00+01:00,Solar,0.3124
2030,sc01,02-22 16:00:00+01:00,Wind,0.24559999999999998
2030,sc01,02-22 16:00:00+01:00,Oil,0.0
2030,sc01,02-22 16:00:00+01:00,Gas,0.4647833181379989
2030,sc01,02-22 16:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 16:00:00+01:00,Coal,0.0
2030,sc01,02-22 17:00:00+01:00,Solar,0.0492
2030,sc01,02-22 17:00:00+01:00,Wind,0.3244
2030,sc01,02-22 17:00:00+01:00,Oil,0.0
2030,sc01,02-22 17:00:00+01:00,Gas,0.6320869976860009
2030,sc01,02-22 17:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 17:00:00+01:00,Coal,0.0
2030,sc01,02-22 18:00:00+01:00,Solar,0.0
2030,sc01,02-22 18:00:00+01:00,Wind,0.41480000000000006
2030,sc01,02-22 18:00:00+01:00,Oil,0.0
2030,sc01,02-22 18:00:00+01:00,Gas,0.6247638251200016
2030,sc01,02-22 18:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 18:00:00+01:00,Coal,0.0
2030,sc01,02-22 19:00:00+01:00,Solar,0.0
2030,sc01,02-22 19:00:00+01:00,Wind,0.47759999999999997
2030,sc01,02-22 19:00:00+01:00,Oil,0.0
2030,sc01,02-22 19:00:00+01:00,Gas,0.6999871759079979
2030,sc01,02-22 19:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 19:00:00+01:00,Coal,0.0
2030,sc01,02-22 20:00:00+01:00,Solar,0.0
2030,sc01,02-22 20:00:00+01:00,Wind,0.5112000000000001
2030,sc01,02-22 20:00:00+01:00,Oil,0.0
2030,sc01,02-22 20:00:00+01:00,Gas,0.7520210303930002
2030,sc01,02-22 20:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 20:00:00+01:00,Coal,0.0
2030,sc01,02-22 21:00:00+01:00,Solar,0.0
2030,sc01,02-22 21:00:00+01:00,Wind,0.5496
2030,sc01,02-22 21:00:00+01:00,Oil,0.0
2030,sc01,02-22 21:00:00+01:00,Gas,0.7263023968760006
2030,sc01,02-22 21:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 21:00:00+01:00,Coal,0.0
2030,sc01,02-22 22:00:00+01:00,Solar,0.0
2030,sc01,02-22 22:00:00+01:00,Wind,0.5696000000000001
2030,sc01,02-22 22:00:00+01:00,Oil,0.0
2030,sc01,02-22 22:00:00+01:00,Gas,0.6619160636459998
2030,sc01,02-22 22:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 22:00:00+01:00,Coal,0.0
2030,sc01,02-22 23:00:00+01:00,Solar,0.0
2030,sc01,02-22 23:00:00+01:00,Wind,0.5856
2030,sc01,02-22 23:00:00+01:00,Oil,0.0
2030,sc01,02-22 23:00:00+01:00,Gas,0.5562185289939668
2030,sc01,02-22 23:00:00+01:00,Nuclear,0.0
2030,sc01,02-22 23:00:00+01:00,Coal,0.0
2030,sc01,03-04 00:00:00+01:00,Solar,0.0
2030,sc01,03-04 00:00:00+01:00,Wind,2.0981503269079997
2030,sc01,03-04 00:00:00+01:00,Oil,0.0
2030,sc01,03-04 00:00:00+01:00,Gas,0.000568734940000093
2030,sc01,03-04 00:00:00+01:00,Nuclear,0.0
2030,sc01,03-04 00:00:00+01:00,Coal,0.0
2030,sc01,03-04 01:00:00+01:00,Solar,0.0
