Period,Scenario,LoadLevel,MEUR
2030,sc01,05-11 04:00:00+02:00,0.07211941237323209
2030,sc01,05-11 05:00:00+02:00,0.07590078278024052
2030,sc01,05-11 06:00:00+02:00,0.08017786480920525
2030,sc01,05-11 07:00:00+02:00,0.08169054807403828
2030,sc01,05-11 08:00:00+02:00,0.0804081013764841
2030,sc01,05-11 09:00:00+02:00,0.07858840337136061
2030,sc01,05-11 10:00:00+02:00,0.07717940668249951
2030,sc01,05-11 11:00:00+02:00,0.0762843407734969
2030,sc01,05-11 12:00:00+02:00,0.07686640024173938
2030,sc01,05-11 13:00:00+02:00,0.07799430084136849
2030,sc01,05-11 14:00:00+02:00,0.07846061917838816
2030,sc01,05-11 15:00:00+02:00,0.08053155585667283
2030,sc01,05-11 16:00:00+02:00,0.08364465341492754
2030,sc01,05-11 17:00:00+02:00,0.08626641163240603
2030,sc01,05-11 18:00:00+02:00,0.09096298958299273
2030,sc01,05-11 19:00:00+02:00,0.09550552773137523
2030,sc01,05-11 20:00:00+02:00,0.09355364378450459
2030,sc01,05-11 21:00:00+02:00,0.08785342490421771
2030,sc01,05-11 22:00:00+02:00,0.08081101137306003
2030,sc01,05-11 23:00:00+02:00,0.07536565793181269
2030,sc01,05-14 00:00:00+02:00,0.0508265009279683
2030,sc01,05-14 01:00:00+02:00,0.04883095590585956
2030,sc01,05-14 02:00:00+02:00,0.048062897766457696
2030,sc01,05-14 03:00:00+02:00,0.04754050264954292
2030,sc01,05-14 04:00:00+02:00,0.048486503341365575
2030,sc01,05-14 05:00:00+02:00,0.05134381253674714
2030,sc01,05-14 06:00:00+02:00,0.05427877325578231
2030,sc01,05-14 07:00:00+02:00,0.05659595886971047
2030,sc01,05-14 08:00:00+02:00,0.05727807890554659
2030,sc01,05-14 09:00:00+02:00,0.055844527430301084
2030,sc01,05-14 10:00:00+02:00,0.053519245529420174
2030,sc01,05-14 11:00:00+02:00,0.05166033976971821
2030,sc01,05-14 12:00:00+02:00,0.05078735095922428
2030,sc01,05-14 13:00:00+02:00,0.049868685119764375
2030,sc01,05-14 14:00:00+02:00,0.050482587333325286
2030,sc01,05-14 15:00:00+02:00,0.05115592036965205
2030,sc01,05-14 16:00:00+02:00,0.05230565791356065
2030,sc01,05-14 17:00:00+02:00,0.052731203733464106
2030,sc01,05-14 18:00:00+02:00,0.05432658156470462
2030,sc01,05-14 19:00:00+02:00,0.05639185201691429
2030,sc01,05-14 20:00:00+02:00,0.055995661932510044
2030,sc01,05-14 21:00:00+02:00,0.05234426199653334
2030,sc01,05-14 22:00:00+02:00,0.04909217027627534
2030,sc01,05-14 23:00:00+02:00,0.047549054351748075
2030,sc01,05-15 00:00:00+02:00,0.030623579817092923
2030,sc01,05-15 01:00:00+02:00,0.030013529557282672
2030,sc01,05-15 02:00:00+02:00,0.029826061441940468
2030,sc01,05-15 03:00:00+02:00,0.030063769316220183
2030,sc01,05-15 04:00:00+02:00,0.03076089016761785
2030,sc01,05-15 05:00:00+02:00,0.0324924240722707
2030,sc01,05-15 06:00:00+02:00,0.03434071743356817
2030,sc01,05-15 07:00:00+02:00,0.03460945649261588
2030,sc01,05-15 08:00:00+02:00,0.03352850141723021
2030,sc01,05-15 09:00:00+02:00,0.03296402132390853
2030,sc01,05-15 10:00:00+02:00,0.03272183053665734
2030,sc01,05-15 11:00:00+02:00,0.03362341358082545
2030,sc01,05-15 12:00:00+02:00,0.034144849567250696
2030,sc01,05-15 13:00:00+02:00,0.034497006631644865
2030,sc01,05-15 14:00:00+02:00,0.034523985040663105
2030,sc01,05-15 15:00:00+02:00,0.03506239018882061
2030,sc01,05-15 16:00:00+02:00,0.035509004516616684
2030,sc01,05-15 17:00:00+02:00,0.03560435838273064
2030,sc01,05-15 18:00:00+02:00,0.0370143264809052
2030,sc01,05-15 19:00:00+02:00,0.039349917288606755
2030,sc01,05-15 20:00:00+02:00,0.039757241740354235
2030,sc01,05-15 21:00:00+02:00,0.03738586907163171
2030,sc01,05-15 22:00:00+02:00,0.03476595606163791
2030,sc01,05-15 23:00:00+02:00,0.032577257634959195
2030,sc01,05-23 00:00:00+02:00,0.09640129082333095
2030,sc01,05-23 01:00:00+02:00,0.09489811760837318
2030,sc01,05-23 02:00:00+02:00,0.09378678405056852
2030,sc01,05-23 03:00:00+02:00,0.09449101241202748
2030,sc01,05-23 04:00:00+02:00,0.0962554534181466
2030,sc01,05-23 05:00:00+02:00,0.0998346870745679
2030,sc01,05-23 06:00:00+02:00,0.10336097635695486
2030,sc01,05-23 07:00:00+02:00,0.10479259974492301
2030,sc01,05-23 08:00:00+02:00,0.10182003740001823
2030,sc01,05-23 09:00:00+02:00,0.1013280997616694
2030,sc01,05-23 10:00:00+02:00,0.10314937663535188
2030,sc01,05-23 11:00:00+02:00,0.1061860498695513
2030,sc01,05-23 12:00:00+02:00,0.11156644028302118
2030,sc01,05-23 13:00:00+02:00,0.11647447120597984
2030,sc01,05-23 14:00:00+02:00,0.12057017471188465
2030,sc01,05-23 15:00:00+02:00,0.12280276734204694
2030,sc01,05-23 16:00:00+02:00,0.12312405943122781
2030,sc01,05-23 17:00:00+02:00,0.12102752624352925
2030,sc01,05-23 18:00:00+02:00,0.12044904529287837
2030,sc01,05-23 19:00:00+02:00,0.12456803895360585
2030,sc01,05-23 20:00:00+02:00,0.123722890785872
2030,sc01,05-23 21:00:00+02:00,0.11620527718687125
2030,sc01,05-23 22:00:00+02:00,0.10629235951776538
2030,sc01,05-23 23:00:00+02:00,0.09999367870811139
2030,sc01,05-29 00:00:00+02:00,0.017565247745937457
2030,sc01,05-29 01:00:00+02:00,0.017116945980142677
2030,sc01,05-29 02:00:00+02:00,0.01687285130996108
2030,sc01,05-29 03:00:00+02:00,0.017254418837518475
2030,sc01,05-29 04:00:00+02:00,0.017789738217181928
2030,sc01,05-29 05:00:00+02:00,0.019382365907122775
2030,sc01,05-29 06:00:00+02:00,0.021028872757558322
2030,sc01,05-29 07:00:00+02:00,0.022160222097399783
2030,sc01,05-29 08:00:00+02:00,0.022846516149253683
2030,sc01,05-29 09:00:00+02:00,0.023255284008236895
2030,sc01,05-29 10:00:00+02:00,0.023631097159482094
2030,sc01,05-29 11:00:00+02:00,0.02403861810864458
2030,sc01,05-29 12:00:00+02:00,0.024247759235536456
2030,sc01,05-29 13:00:00+02:00,0.023747841521589257
2030,sc01,05-29 14:00:00+02:00,0.02339719813622649
2030,sc01,05-29 15:00:00+02:00,0.023585135336938297
2030,sc01,05-29 16:00:00+02:00,0.023852893177595022
2030,sc01,05-29 17:00:00+02:00,0.023850939972165742
2030,sc01,05-29 18:00:00+02:00,0.02409455420815019
2030,sc01,05-29 19:00:00+02:00,0.024585330705176576
2030,sc01,05-29 20:00:00+02:00,0.02481563048002433
2030,sc01,05-29 21:00:00+02:00,0.023715535624695413
2030,sc01,05-29 22:00:00+02:00,0.02262285618203518
2030,sc01,05-29 23:00:00+02:00,0.02148950607106174
2030,sc01,05-30 00:00:00+02:00,0.12269571517668007
2030,sc01,05-30 01:00:00+02:00,0.11920821974966547
2030,sc01,05-30 02:00:00+02:00,0.11786759941438553
2030,sc01,05-30 03:00:00+02:00,0.11787069678728175
2030,sc01,05-30 04:00:00+02:00,0.11779253679342626
2030,sc01,05-30 05:00:00+02:00,0.12469363959958517
2030,sc01,05-30 06:00:00+02:00,0.1311125073424111
2030,sc01,05-30 07:00:00+02:00,0.13518668206708515
2030,sc01,05-30 08:00:00+02:00,0.13737026262352575
2030,sc01,05-30 09:00:00+02:00,0.13900832371844649
2030,sc01,05-30 10:00:00+02:00,0.13918528172994557
2030,sc01,05-30 11:00:00+02:00,0.1392858556105298
2030,sc01,05-30 12:00:00+02:00,0.14085072195182702
2030,sc01,05-30 13:00:00+02:00,0.14195502858570958
2030,sc01,05-30 14:00:00+02:00,0.14115444148383094
2030,sc01,05-30 15:00:00+02:00,0.1406800925113603
2030,sc01,05-30 16:00:00+02:00,0.1439139940028013
2030,sc01,05-30 17:00:00+02:00,0.145600504977872
2030,sc01,05-30 18:00:00+02:00,0.14589131224453436
2030,sc01,05-30 19:00:00+02:00,0.1473584382463538
2030,sc01,05-30 20:00:00+02:00,0.1454985636908044
2030,sc01,05-30 21:00:00+02:00,0.13612891887071335
2030,sc01,05-30 22:00:00+02:00,0.13001389976897113
2030,sc01,05-30 23:00:00+02:00,0.1232150320643729
2030,sc01,06-07 00:00:00+02:00,0.13110948740790096
2030,sc01,06-07 01:00:00+02:00,0.126300820616356
2030,sc01,06-07 02:00:00+02:00,0.12319038308617473
2030,sc01,06-07 03:00:00+02:00,0.12368315590138237
2030,sc01,06-07 04:00:00+02:00,0.12447940025788233
2030,sc01,06-07 05:00:00+02:00,0.12810440654069374
2030,sc01,06-07 06:00:00+02:00,0.13505934354671167
2030,sc01,06-07 07:00:00+02:00,0.14414653334170127
2030,sc01,06-07 08:00:00+02:00,0.1519286934002001
2030,sc01,06-07 09:00:00+02:00,0.1591458077270088
2030,sc01,06-07 10:00:00+02:00,0.16382119780831403
2030,sc01,06-07 11:00:00+02:00,0.16697998814536066
2030,sc01,06-07 12:00:00+02:00,0.17110767349529904
2030,sc01,06-07 13:00:00+02:00,0.1749879203473608
2030,sc01,06-07 14:00:00+02:00,0.17956553886439597
2030,sc01,06-07 15:00:00+02:00,0.18205446277837495
2030,sc01,06-07 16:00:00+02:00,0.181977508421606
2030,sc01,06-07 17:00:00+02:00,0.18260031589171336
2030,sc01,06-07 18:00:00+02:00,0.1836470785532097
2030,sc01,06-07 19:00:00+02:00,0.18664989634396967
2030,sc01,06-07 20:00:00+02:00,0.18229255618703402
2030,sc01,06-07 21:00:00+02:00,0.16845915498564287
2030,sc01,06-07 22:00:00+02:00,0.1548108907558376
2030,sc01,06-07 23:00:00+02:00,0.14357809791683634
2030,sc01,06-09 00:00:00+02:00,0.02066216855605784
